chunk_id,category,title,text,language,major,source,status
study_0136,study_plan,Electrical Engineering study plan,"circuits and their corresponding applications. Prerequisites: 00103333, 00103341 00103554: Mobile Robotics, 3 Cr (2,3). This course provides the students with comprehensive material for designing and building simple Unmanned Aerial Vehicles (UAV) and Unmanned Ground Vehicles (UGV) prototypes. The course covers the fundamentals of mobile robots, including their locomotion, perception, and control. The course integrates theory, simulation, and practical work into four focused modules: System modeling; Sensors and actuators; Control systems; and Unmanned vehicles. The course will include an introduction to robot navigation and autonomous systems. By the end of the course, students will have a strong foundation in mobile robotics, enabling them to build and program mobile robotic solutions in real-world settings. Prerequisites: 00103250 00103555: Industrial Robotics, 3 Cr (2,3).",en,Electrical Engineering,Electrical_StudyPlan 1.txt,source
study_0137,study_plan,Electrical Engineering study plan,"gram mobile robotic solutions in real-world settings. Prerequisites: 00103250 00103555: Industrial Robotics, 3 Cr (2,3). The aim of this course is for students to investigate the range, operations, and benefits of industrial robots within manufacturing applications. The course covers the fundamentals of robot systems, including their kinematics, dynamics, and control. Among the topics included are industrial robot selection, programming and safety protocols that anticipate future developments in industrial robot technology. Students will learn the different robot structures with emphasis on six-degree of freedom manipulators. Students will understand the electrical, mechanical, hydraulic and pneumatic operation of common industrial robots. Students will learn how to program an industrial robot for automated process applications and will understand the communication protocols.",en,Electrical Engineering,Electrical_StudyPlan 1.txt,source
study_0138,study_plan,Electrical Engineering study plan,"n how to program an industrial robot for automated process applications and will understand the communication protocols. Through lectures, lab experiments, and hands-on projects, students will learn how to design and program industrial robots for various applications. By the end of the course, students will have a strong foundation in industrial robots and automation systems, enabling them to develop and implement robotic solutions in real-world settings. Prerequisites: 00103250 34 00102544: Green Buildings, 3 Cr (2,3) This course introduces sustainability concepts in new and existing buildings and prepares the student for international certification in green buildings.",en,Electrical Engineering,Electrical_StudyPlan 1.txt,source
study_0139,study_plan,Electrical Engineering study plan,"lity concepts in new and existing buildings and prepares the student for international certification in green buildings. Topics covered include: Green buildings rating systems, LEED concepts and categories, site sustainability strategies, water efficiency and wastewater technologies, energy performance, building simulation, renewable energy in buildings, fundamental and enhanced commissioning, sustainable building materials, indoor air quality, lighting and thermal comfort, innovative design case studies. Prerequisites: 00102111 00103543: Nano-Electronics and Information Technology, 3 Cr (3,0) This course presents the current status of the state-of-the-art Silicon industry and its evolution, starting from the well-established micro-fabrication techniques to the proposed novel nano-fabrication trends.",en,Electrical Engineering,Electrical_StudyPlan 1.txt,source
study_0140,study_plan,Electrical Engineering study plan,"volution, starting from the well-established micro-fabrication techniques to the proposed novel nano-fabrication trends. It focuses on the MOSFET as the main building component of the integrated circuits and the motivation behind the emergence of nanotechnology. It also presents some revolutionary applications of the novel nano-electronic devices in various areas, such as: memory and storage devices, displays, data transmission and communications and imaging systems. Prerequisites: 00103260, 00103542 00103544: Optical Electronics and Applications, 3 Cr (3,0) This course summarizes the physics of semiconductor laser diodes and their applications in various fields such as illumination, communications, biomedical and industrial applications. It also reviews the recent trends in integrating electrical and optical devices into single electronic chips, or electro-optical integrated circuits.",en,Electrical Engineering,Electrical_StudyPlan 1.txt,source
study_0141,study_plan,Electrical Engineering study plan,"ends in integrating electrical and optical devices into single electronic chips, or electro-optical integrated circuits. Prerequisites: 00103362, 00103341 00103545: Special Topics in Clinical Engineering, 3 Cr (3,0) This course reviews the biomedical engineering technologies and managerial skills used in healthcare applications. It focuses on the design and application of electronic medical devices, in addition to healthcare environment design and development. Topics include lifecycle management, patient-safety regulations, risk assessment and management, interoperability and cybersecurity. Prerequisites: 00103341 00103564: Network Science, 3 Cr (2,3) This course provides students with an introduction to modern networked technologies, such as wireless, social, and economic networks.",en,Electrical Engineering,Electrical_StudyPlan 1.txt,source
study_0142,study_plan,Electrical Engineering study plan,"rovides students with an introduction to modern networked technologies, such as wireless, social, and economic networks. Topics included in this course are: Analysis of networked technologies using analytical and engineering techniques, such as optimization, game/auction theory, graph analysis, and learning as applied to networked technologies; introduction to the basics of these techniques and their applications in networked systems; development of a network science for solving practical problems pertaining to various networked systems, such as smartphones, Wiki, Facebook, economic networks, or online video streaming software. Prerequisites: 00103563 35 00103565: Special Topics in Communications, 3 Cr (3,0) This course provides a focused review of certain chosen topics in communications engineering.",en,Electrical Engineering,Electrical_StudyPlan 1.txt,source
study_0143,study_plan,Electrical Engineering study plan,"Communications, 3 Cr (3,0) This course provides a focused review of certain chosen topics in communications engineering. Topics are chosen to keep the students up-to-date with the current communication technologies and advancements. Prerequisites: 00103362 00103574: Algorithms and Optimization, 3 Cr (2,3). This course is designed to provide Electrical Engineering students with the knowledge and skills necessary to develop and analyze algorithms for solving complex problems in their field. This will involve mathematical formulation, algorithm development, and programming. The course covers the fundamentals of algorithms and optimization, including their applications in signal processing, communication networks, control systems, and machine learning. Unconstrained and constrained optimization techniques, such as Simplex and gradient-based algorithms will be covered.",en,Electrical Engineering,Electrical_StudyPlan 1.txt,source
study_0144,study_plan,Electrical Engineering study plan,"g. Unconstrained and constrained optimization techniques, such as Simplex and gradient-based algorithms will be covered. Prerequisites: 00103375, 00103213 00103571: Data Analytics, 3 Cr (3,0) This course introduces the theoretical foundation of data analytics and a range of data analytic processes and techniques to provide hands-on experience for enhancing students’ skills. Topics included in this course are: Data analytic terminologies; types of data analytics; data exploration and visualization; understanding data with descriptive, predictive and prescriptive analytics.",en,Electrical Engineering,Electrical_StudyPlan 1.txt,source
study_0145,study_plan,Electrical Engineering study plan,"alytics; data exploration and visualization; understanding data with descriptive, predictive and prescriptive analytics. Prerequisites: 00103213 00103572: Artificial Intelligence and Engineering Applications, 3 Cr (3,0) This course covers the following topics: Problem solving methods; problem spaces; search techniques; knowledge representation; programming languages for AI; games; predicate logic; knowledge-based systems; planning techniques; reactive systems; artificial neural networks; natural language understanding; computer vision; and robotics.",en,Electrical Engineering,Electrical_StudyPlan 1.txt,source
study_0146,study_plan,Electrical Engineering study plan,"techniques; reactive systems; artificial neural networks; natural language understanding; computer vision; and robotics. Prerequisites: 00103570, 00103571 00103573: Machine Learning, 3 Cr (3,0) This course covers the following topics: Algorithms and principles involved in machine learning; fundamentals of representing uncertainty, learning from data, supervised learning, ensemble methods, unsupervised learning, structured models, learning theory and reinforcement learning; design and analysis of machine perception systems; design and implementation of a technical project applied to real datasets. Prerequisites: 00103570, 00103571 00103581: Embedded Systems, 3 Cr (2,3) This course concentrates on real-time programming of embedded systems. It develops the basic understanding of embedded systems structure and terminology.",en,Electrical Engineering,Electrical_StudyPlan 1.txt,source
study_0147,study_plan,Electrical Engineering study plan,"time programming of embedded systems. It develops the basic understanding of embedded systems structure and terminology. It also delivers the knowledge required for 36 embedded systems programming. Topics include micro-controller structure, I/O systems, real-time programming and debugging. Prerequisites: 00103341 00103522: Electrical Installations for Buildings, 3 Cr (3,0) The purpose of this course is to provide the students with the basics of buildings’ electrical systems design and installations to facilitate the penetration of engineering consultancy / contracting fields career.",en,Electrical Engineering,Electrical_StudyPlan 1.txt,source
study_0148,study_plan,Electrical Engineering study plan,"l systems design and installations to facilitate the penetration of engineering consultancy / contracting fields career. It covers various topics related to Lighting system design, Distribution of socket outlets, Circuit breakers, Circuits protection, Wiring and final branch circuit panelboard schedules, Cables Sizing, Emergency power supply, Lighting control systems, Load Estimate, Life Safety Requirements, and electrical network distribution levels and development of single line diagrams. The course content is based on relevant international standards such as IET, IEC, and ISO. Prerequisites: 00103232 00102552: Electric and Hybrid Vehicles, 3 Cr (2,3) This course introduces the fundamentals, principles and design of hybrid and electric vehicles.",en,Electrical Engineering,Electrical_StudyPlan 1.txt,source
study_0149,study_plan,Electrical Engineering study plan,"rid Vehicles, 3 Cr (2,3) This course introduces the fundamentals, principles and design of hybrid and electric vehicles. Among the topics covered are: components and operation of hybrid and electric vehicles, sizing the drive system, energy storage devices and challenges, battery and charging technologies, energy management systems, vehicle dynamics and transmission, performance analysis. Prerequisites: 00103333 00102551: Smart Grids, 3 Cr (2,3) This course provides an in-depth introduction to the aspects and consideration governing the evolution of conventional electrical networks into smart grids. Topics covered include: anatomy of smart grids, smart grid infrastructure, smart grid operation, communication, cyber security, IEC 61850, power system protection applications, demand side management applications, energy storage applications, integration of electric vehicles.",en,Electrical Engineering,Electrical_StudyPlan 1.txt,source
study_0150,study_plan,Electrical Engineering study plan,"ection applications, demand side management applications, energy storage applications, integration of electric vehicles. Prerequisites: 00103331 00101535: Mechatronics, 3 Cr (2,3) This course introduces a general overview of mechatronic systems in terms of user requirements, concept design, detailed design and component selection, as well as the additional issues of troubleshooting, maintenance and documentation. Specific components that are studied include: sensors/transducers, actuators and motors, controllers (physical controllers such as PLC and microcontrollers; control algorithms such as on/off controllers and PID controllers), as well as the plant that is to be controlled, especially mechanical plants.",en,Electrical Engineering,Electrical_StudyPlan 1.txt,source
study_0151,study_plan,Electrical Engineering study plan,"as on/off controllers and PID controllers), as well as the plant that is to be controlled, especially mechanical plants. Prerequisites: 00103230 37 00103497: Practical Training for Electrical Engineering (PATH), 6 Cr (0,40) The practical training program is the bridge between academic study and industry. It is designed to transform the apprentice from a student to an employee. The main objective is to improve graduate readiness for full-time employment upon graduation. It is an 8-month work placement opportunity for a student where they apply the technical knowledge obtained during study and develop their workplace skills to match high international standards. The program is designed to allow updated monitoring of the apprentice progress and development.",en,Electrical Engineering,Electrical_StudyPlan 1.txt,source
study_0152,study_plan,Electrical Engineering study plan,"international standards. The program is designed to allow updated monitoring of the apprentice progress and development. Prerequisites: Department Approval, 40302231, Passed 100 CHs 00103498: Practical Training for Electrical Engineering (PATH) Continuation, 12 Cr (0,40) The practical training continuation program is the bridge between academic study and industry. It is designed to transform the apprentice from a student to an employee. The main objective is to improve graduate readiness for full-time employment upon graduation. It is an 8-month work placement opportunity for a student where they apply the technical knowledge obtained during study and develop their workplace skills to match high international standards. The program is designed to allow updated monitoring of the apprentice progress and development. Prerequisites: 00103497 Version Feb 2023",en,Electrical Engineering,Electrical_StudyPlan 1.txt,source
study_0153,study_plan,Energy Engineering study plan,"1 School of Engineering Technology Energy Engineering Department Bachelor ’s Degree in Energy Engineering Study Plan 2022 2 Program Objectives 1. Provide world -class, flexible, STEM -based education which combines in -depth technical knowledge with professional, leadership, and entrepreneurial skills. 2. Build advanced practical and technical skills to enable the student to conceive, design, build, and test complex engineering systems. 3. Provide the student with a hands -on understanding of the evolving ma rket needs through a tailored and intensive industry -based apprenticeship scheme. 4. Create opportunities to enhance the student’s character, soft skills, and adaptation abilities within different multidisciplinary teams and changing professional environments . 5. Emphasize the need for engaging in life -long and independent learning and professional development. 6.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0154,study_plan,Energy Engineering study plan,"nvironments . 5. Emphasize the need for engaging in life -long and independent learning and professional development. 6. Equip the student with the up -to-date and relevant preparation for employment in a variety of technical and engineering fields, or for initiating an innovative entrepreneurial venture or a technology startup. 7. Enable the student to progress in graduate studies in relevant technical or engineering fields. Learning Outcomes Upon graduation, the graduate of the Energy Engineering Program sho uld be able to: 1. Apply knowledge of science, mathematics, technology, and engineering fundamentals to energy engineering applications. 2. Design and conduct experiments, as well as analyze and present results in a professional manner. 3. Design, model, analyze a nd build practical energy systems to meet specific requirements and realistic constraints. 4.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0155,study_plan,Energy Engineering study plan,". Design, model, analyze a nd build practical energy systems to meet specific requirements and realistic constraints. 4. Use the techniques, skills, and modern engineering and computing tools necessary for engineering practice. 5. Identify, formulate, and solve engineering problems. 6. Commu nicate effectively, and function in multidisciplinary teams. 7. Understand professional and ethical issues and the responsibilities of the engineering practice. 8. Recognize contemporary issues and environmental, cultural, and economical consideration of the engineering profession. 9. Appreciate the need for professional development and engage in life -long learning. 10. Engage in entrepreneurial activity and understand the value of technology innovation. 11. Understand the requirements and constraint s of the professional employment environment.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0156,study_plan,Energy Engineering study plan,"e of technology innovation. 11. Understand the requirements and constraint s of the professional employment environment. 3 Assessment of Learning Outcomes Assessment model requires the students to engage with a variety of assessment tools that are accessible, appropriately challenging, and support the development of student self -efficacy and self -confidence. To ensure that assignments are valid and reliable, a robust quality assurance system that measures and monitor the effectiveness of their implementation is adopted. This includes ensuring that all students engage in assessmen t positively and honestly. Assessment also provides a learning opportunity for all stakeholders of the assessment to have access to feedback that is both individual to each student and holistic to the cohort. Feedback to students should be supportive and c onstructive.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0157,study_plan,Energy Engineering study plan,"both individual to each student and holistic to the cohort. Feedback to students should be supportive and c onstructive. Student self -efficacy (and therefore self -confidence) can be significantly enhanced where feedback not only focuses on areas for improvement, but recognizes the strengths a student has. At the cohort level, similar trends could be identified t hat could inform future approaches to assessments and teaching. 4 Framework for bachelor’s Degree Classification Credit Hours Compulsory Elective Total University Requirements 24 3 27 School Requirements 35 0 35 Program Requirements 77 9 86 Professional Apprenticeship Training 18 0 18 Total 154 12 166 5 1. University Requirements: (27 credit hours) 1.1.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0158,study_plan,Energy Engineering study plan,9 86 Professional Apprenticeship Training 18 0 18 Total 154 12 166 5 1. University Requirements: (27 credit hours) 1.1. Compulsory: (24 credit hours) Course ID Course Title Credit Hours Contact Hours Prerequisite Lecture Practical 30301121 Pre-Intermediate English Intensive + Lab 4 3 6 30301120 Pre-Foundation English Elementary Intensive 303011 22 English Intermediate 3 6 0 30301121 303011 23 English Upper -Intermediate 3 6 0 30301122 303011 24 English Advanced 3 6 0 3030112 3 40302111 Professional Skills 1 2 0 - 40302 112 Professional Practice 3 4 0 40302111 40302231 Entrepreneurship Boot camp 4 2 6 30301123 &40302211 30302232 Leadership Camp* 1 3 0 30302231 & 40302231 30302129 Military Science 1 1 0 - 30301111 Arabic Language and communication skills 1 1 0 Arabic Placement test score ≥60 or 30301110 Total 24 1.2.,en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0159,study_plan,Energy Engineering study plan,1 0 - 30301111 Arabic Language and communication skills 1 1 0 Arabic Placement test score ≥60 or 30301110 Total 24 1.2. Elective: 3 Credit Hours ( Three courses out of the following) Course ID Course Title Credit Hours Contact Hours Prerequisite Lecture Practical 30301130 Foundational French Language 1 3 0 - 30301131 French language Level 1 1 3 0 30301130 30301132 French Language Level 2 1 3 0 30301131 30301133 French Language Level 3 1 3 0 30301132 30301140 Foundational German Language 1 3 0 - 30301141 German Language level 1 1 3 0 30301140 30301160 Foundational Turkish Language 1 3 0 - 30301170 Foundational Italian Language 1 3 0 - 3030117 1 Italian language 1 3 0 - 303011 80 Chinese 1 1 3 0 - 30301221 Development Academic Writing 1 3 0 30301124 30301222 Research and Technical Writing 1 3 0 30301124 30302121 Science & Society Seminar I: Arab Contributions to Science and Arts 1 3 0 - 3,en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0160,study_plan,Energy Engineering study plan,"Technical Writing 1 3 0 30301124 30302121 Science & Society Seminar I: Arab Contributions to Science and Arts 1 3 0 - 30302122 Science & Society Seminar II: Philosophy of Science 1 3 0 - 6 30302123 Art Appreciation and Techniques 1 3 0 - 30302124 Civil & Professional Culture 1 3 0 - 30302125 Rights and Responsibilities: Understanding Human Rights 1 3 0 30302126 Introduction to culture Anthropology -Focus on Urban Anthropology 1 3 0 30302127 Jerusalem, History and Civilization 1 3 0 3030212 8 Jordan: History and Civilization 1 3 0 30302133 Principles of Management 1 3 0 30302134 Strategies for Industry Competitiveness: Tools & Techniques 1 3 0 30302135 Principles of Accounting 1 3 0 30302136 Principles of Economics 1 3 0 30302237 Free choice Elective 1 3 0 40302233 Business Analytics 1 3 0 40302221 Speech and Debate 1 3 0 30301223 Introduction to Translation 1 3 0 30301124 Total 3 2.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0161,study_plan,Energy Engineering study plan,Business Analytics 1 3 0 40302221 Speech and Debate 1 3 0 30301223 Introduction to Translation 1 3 0 30301124 Total 3 2. School Requirements: ( 35 credit hours) Course ID Course Title Credit Hours Contact Hours Type Prerequisite Lecture Practical 30303111 Functional Math 3 3 0 HTU 3030110 30303112 Functional Physics 3 3 0 HTU - 40303130 Fundamentals of Computing 4 6 0 HTU - 00101100 Introduction to Engineering Drawing 1 0 3 HTU - 00103101 STEM Lab I 1 0 3 HTU - 00102102 STEM Lab II 1 0 3 HTU 00103101 00101103 Workshop I 2 0 6 HTU - 00101104 Workshop II 1 0 3 HTU 00101103 00103110 Engineering Math 4 3 3 HNC 30303111 00102111 Engineering Science 4 3 3 HNC 30303112 00101112 Engineering Design 4 3 3 HNC 00101100 00102220 Managing a Professional Engineering Project 4 3 3 HNC 00101112 00103375 Intro duction to AI and Data Science s 3 2 3 HTU 40303130 & 00103110 Total 35 7 3.,en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0162,study_plan,Energy Engineering study plan,g Project 4 3 3 HNC 00101112 00103375 Intro duction to AI and Data Science s 3 2 3 HTU 40303130 & 00103110 Total 35 7 3. Progra m Requirements ( 89 credit hours) 3.1. Compulsory : (77 credit hours) Course ID Course Title Credit Hours Contact Hours Type Prerequisite Lecture Practical 00102205 Advanced Workshop for Energy Engineers 1 0 3 HTU 00101104 00101240 Fundamentals of Thermodynamics and Heat Engines 4 3 3 HNC 00102111 00101241 Fluid Mechanics 4 3 3 HNC 00102111 00103230 Electrical and Electronic Principles 4 3 3 HNC 00102111 00103240 Electronic Circuits and Devices 4 3 3 HNC 00103230 00101442 Heat and Mass Transfer 3 2 3 HTU 00101240 00103250 Instrumentation and Control Systems 4 3 3 HNC 00103230 00103213 Further Mathematics 4 3 3 HND 00103110 00102321 Professional Engineering Management 4 3 3 HND 00102220 00101366 Lean Manufacturing 4 3 3 HND 00101112 00101343 Further Thermodynamic,en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0163,study_plan,Energy Engineering study plan,"Engineering Management 4 3 3 HND 00102220 00101366 Lean Manufacturing 4 3 3 HND 00101112 00101343 Further Thermodynamics 4 3 3 HND 00101240 00103331 Industrial Power, Electronics and Storage 4 3 3 HND 00103240 00103232 Further Electrical, Electronic and Digital Principles 4 3 3 HND 00103230 , 00103213 00102490 Research Project for Energy Engineers 4 4 0 HND Department Approval 00102330 Energy Resources and Conversion 3 3 0 HTU 00101240 00102340 Renewable Energy Systems and Technologies 3 2 3 HTU 00102111 00103534 Power Systems 3 3 0 HTU 00103232 00102532 Energy Efficiency and Management 3 2 3 HTU 00102330 00101345 Heating, Ventilation and Air Conditioning (HVAC) 3 2 3 HTU 00101240 00102531 Energy Economics, Policy, and Regulations 3 3 0 HTU 00102330 00102541 Photovoltaic Systems 3 2 3 HTU 00103232 & 00102340 00102523 Health, safety, and Environment 1 1 0 HTU 00102321 00102 594 Capstone",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0164,study_plan,Energy Engineering study plan,"ic Systems 3 2 3 HTU 00103232 & 00102340 00102523 Health, safety, and Environment 1 1 0 HTU 00102321 00102 594 Capstone Project for Energy Engineers 1 0 3 HTU 00102490 00102 595 Capstone Project for Energy Engineers continuation 2 0 6 HTU 00102 594 Total 77 8 3.2. Electives : (9 credit hours) (Three courses out of the following) A minimum of 12 credit hours of engineering coursework are required. This list is considered open for modifications on the base of the decision of the school council before registration.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0165,study_plan,Energy Engineering study plan,"d. This list is considered open for modifications on the base of the decision of the school council before registration. Course ID Course Title Credit Hours Contact Hours Type Prerequisite Lecture Practical 00102522 Maintenance Engineering 3 3 0 HTU 00102321 00102542 Solar Thermal Systems 3 2 3 HTU 00101242 00102543 Wind Energy 3 2 3 HTU 00103333 00102544 Green Buildings 3 2 3 HTU 00102111 00102545 Sustainability 3 3 0 HTU 00102340 00102550 Energy Storage 3 2 3 HTU 00103331 00102551 Smart Grids 3 2 3 HTU 00103331 , 00103534 00102552 Electric and Hybrid Vehicles 3 2 3 HTU 00103333 00102553 Energy Simulation in buildings 3 2 3 HTU 00101545 00102593 Special Topics in Energy Engineering 3 3 0 HTU Department Approval 00103333 Electrical Machines 3 2 3 HTU 00103232 Total 9 4.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0166,study_plan,Energy Engineering study plan,"al Topics in Energy Engineering 3 3 0 HTU Department Approval 00103333 Electrical Machines 3 2 3 HTU 00103232 Total 9 4. Professional Apprentice Requirements (18 credit hours) (8 months) Course ID Course Title Credit Hours Contact Hours Type Prerequisite Lecture Practical 0010249 6 Practical Training for Energy Engineers (PATH) 6 0 10 HTU 30302231 & 30301123 0010249 7 Practical Training for Energy Engineers (PATH) continuation 12 0 30 HTU 0010249 6 Total 18 9 University Compulsory Course Descriptions 30301120 : Pre -Foundation English Elementary Intensive + Lab. 4 Cr (6,3) This foundation course deals with all language skills: speaking, listening, reading, writing, grammar review, and vocabulary building.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0167,study_plan,Energy Engineering study plan,"n course deals with all language skills: speaking, listening, reading, writing, grammar review, and vocabulary building. The overall objective of the course is to ensure that students will be able to understand straightforward information in the s poken and written language and to express themselves in speech and in writing for simple practical purposes in everyday situations requiring a simple and direct exchange of information. By the end of the course, students will reach an A2 level on the Glob al Scale of English (GSE). Students will be evaluated on their ability to understand sentences and frequently used expressions related to areas of most immediate relevance. Students will be able to describe in simple terms aspects of their background, imme diate environment, and matters in areas of immediate need.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0168,study_plan,Energy Engineering study plan,"to describe in simple terms aspects of their background, imme diate environment, and matters in areas of immediate need. This course also includes a scheduled lab time, dedicated to practice and/or other work assigned by the instructor to enhance students’ communication skills [including assigned homework/in -class practice], writing or speaking workshops, and projects. Prerequisites: Placement test score: Pearson 0 -35, VTEST A1, A2.1, A2.2 (0 -34) TOEFL IBT: 0 -31, IELTS: 0 -4.0, TOEFL ITP: 0 -399 30301121 : Pre-Intermediate English Intensive + Lab 4 Cr (6,3) This foundation course deals with all language skills: speaking, listening, reading, writing, grammar review, and vocabulary development.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0169,study_plan,Energy Engineering study plan,"ourse deals with all language skills: speaking, listening, reading, writing, grammar review, and vocabulary development. The overall objective of the course is to ensure that students could understand and express in speech and writing: information, ideas, feelings, opinions, and common functions about situations relating to English skills. By the end of the course, students will reach a B1 level on the Global Scale of English ( GSE). Students will be evaluated on their ability to understand the main points of clear standard input on familiar matters regularly B encountered in the typical work -related environment/setting, specifically in relation to technical -English related commu nication skills.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0170,study_plan,Energy Engineering study plan,"typical work -related environment/setting, specifically in relation to technical -English related commu nication skills. In addition, students are required to be able to deal with most situations likely to arise while at the work -place or in the field where English is spoken; in addition to the type of setting they would need to communicate to other stakehol ders (customer/ client, supervisor, sponsor/funding entity/ supplier and so on). Students will be able to produce simple connected text on topics which are familiar in their field of study, and in relation to basic communication skills needed. Finally, stu dents will be able to describe experiences and work -related skills, their opinion, plans, and other practical, relevant communication skills.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0171,study_plan,Energy Engineering study plan,"describe experiences and work -related skills, their opinion, plans, and other practical, relevant communication skills. This course also includes a scheduled lab time, dedicated to practice and/or other work assigned by the instructo r to enhance students’ communication skills [including assigned homework/in -class practice], writing or speaking workshops, and projects pertaining. Prerequisites: Placement test score: Pearson 36 -46, VTEST B1.1 (35 -45) TOEFL IBT: 32 -42 (Minimum score of 6 in each of the four sections) IELTS: 4.5 (Minimum score of 4.0 in each of the four sections) TOEFL ITP: 400 -442 or 30301120 10 3030112 2: English Intermediate 3 Cr (6,0) This course is meant to follow on from 30301121; it is for students who have completed level 2 and now require an intermediate course in Technical English, and it is benchmarked against CEFR level B1+.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0172,study_plan,Energy Engineering study plan,"leted level 2 and now require an intermediate course in Technical English, and it is benchmarked against CEFR level B1+. This course targets students in technical or vocationa l education who want to develop their careers and technical skills, as it aims to prepare them for the successful and effective use of English in their studies and occupations. The course adopts a practical task -based approach, consisting of work -specific communicative functions, technology -specific notions or concepts, grammar, vocabulary, and skills. The syllabus is designed to reflect current and future developments in technology, whereby everything is selected based on high frequency of use and relevanc y of needs across a range of technical contexts, including technical training and work contexts.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0173,study_plan,Energy Engineering study plan,"ncy of use and relevanc y of needs across a range of technical contexts, including technical training and work contexts. Prerequisites : Placement test score: Pearson 47 -58, VTEST B1.2 (46 -55), TOEFL IBT: 43 -52 (Minimum score of 10 in each of the four sections), IELTS: 5.0 (Minimum score of 4.5 in each of the four sections), TOEFL ITP: 443 - 476, or 30301121 3030112 3: English Upper -Intermediate 3 Cr (6,0) This course is for students in technical or vocational education, and for company employees in training at work. It covers the core language and skills that students need to communicate successfully in all technical and industrial specializations. It is fo r students who have an intermediate level of general English and now require an upper intermediate course in English for specific purposes. This is benchmarked against CEF level B2.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0174,study_plan,Energy Engineering study plan,"and now require an upper intermediate course in English for specific purposes. This is benchmarked against CEF level B2. The course uses a multi -thread syllabus consisting mainly of communicativ e functions, notions, grammar, vocabulary, and skills. The work -specific communicative functions (e.g., giving instructions, making recommendations') and technology -specific notions or concepts (e.g., causation, resistance) are selected on the basis of rel evance to the needs of students in technical training and work contexts. Grammatical exponents of functions and notions are selected based on frequency and relevance to needs. In this level, the syllabus organization is increasingly driven by topics, skill s and genre or text type, within which appropriate grammar, vocabulary, functions, and notions are introduced or recycled.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0175,study_plan,Energy Engineering study plan,"and genre or text type, within which appropriate grammar, vocabulary, functions, and notions are introduced or recycled. The vocabulary of the course is a selection of common core lexical items that have a high frequency of use across a range of technica l and industrial contexts. Many of these items can be found in general contexts but have a greater frequency and often a more specific meaning in technical contexts. Many of them are the kind of words which a specialist in one field might use to explain te chnical concepts and specialized terms to the public, or to specialists in other fields.",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0176,study_plan,Energy Engineering study plan,"e field might use to explain te chnical concepts and specialized terms to the public, or to specialists in other fields. Prerequisites: Placement test score: Pearson 59 -68, VTEST: B2.1 (56 -68), TOEFL IBT: 53 -78 (Minimum score of 14 in each of the four sections) , IELTS: 5.5 -6.0 (Minimum score of 5.0 in each of the four sections) , TOEFL ITP: 477-547 or 30301122 3030112 4: English Advanced 3 Cr (6,0) This course is meant to follow 30301123. This course deals with all language skills: speaking, listening, reading, writing, grammar review, and vocabulary building. The overall objective of the course is to ensure that students 11 can understand and respond a ppropriately in the spoken and written form to a wide range of demanding, longer texts and recognize implicit meaning. By the end of the course, students will reach a C1 level on the Global Scale of English (GSE).",en,Energy Engineering,Energy_StudyPlan 1.txt,source
study_0177,study_plan,Energy Engineering study plan,"cognize implicit meaning. By the end of the course, students will reach a C1 level on the Global Scale of English (GSE). Students will be evaluated on their abili ty to express themselves fluently and spontaneously without much obvious searching for expressions. In addition, students are required to be able to use language flexibly and effectively for social, academic, and professional purposes. Students will be abl e to produce clear, well -structured, detailed text on complex subjects, showing controlled use of organizational patterns, connectors, and cohesive devices. (Exempted if Placement test score: Pearson ≥ 81, VTEST ≥ C1 (≥81), TOEFL IBT: ≥ 102 (Minimum score of 22 in each of the four sections), IELTS: ≥ 7.5 (Minimum score of 6.5 in each of the four sections), TOEFL ITP: ≥ 608).",en,Energy Engineering,Energy_StudyPlan 1.txt,source
